CHEBI	CHEBI_PH7_3	ORIGIN
84156	84156	computation
84158	84158	computation
84159	84159	computation
84160	84160	computation
84161	84161	computation
84162	83276	computation
84164	83278	computation
84165	83289	computation
84166	84166	computation
84167	84167	computation
84168	84168	computation
84169	84169	computation
84170	84170	computation
84171	84171	computation
84172	84172	computation
84173	84173	computation
84174	83334	computation
84175	84175	computation
84176	84176	computation
84177	83336	computation
84180	83342	computation
84181	84181	computation
84182	84182	computation
84183	84183	computation
84184	84184	computation
84187	84187	computation
84190	83383	computation
84191	83384	computation
84193	84193	computation
84195	84195	computation
84196	84196	computation
84197	84197	computation
84198	84198	computation
84201	84201	computation
84202	84202	computation
84203	84203	computation
84204	84204	computation
84205	84205	computation
84206	83387	computation
84207	84207	computation
84211	83388	computation
84212	83389	computation
84213	83407	computation
84214	84214	computation
84215	83425	computation
84216	84216	computation
84217	83431	computation
84218	84218	computation
84219	84219	computation
84220	84220	computation
84221	84221	computation
84222	84222	computation
84223	84223	computation
84225	84225	computation
84226	84226	computation
84227	84227	computation
84228	84228	computation
84229	84229	computation
84230	84230	computation
84231	84231	computation
84233	84233	computation
84234	84234	computation
84235	84235	computation
84237	84237	computation
84238	83416	computation
84239	84239	computation
84240	83417	computation
84241	83419	computation
84242	84242	computation
84243	84243	computation
84244	83420	computation
84246	84246	computation
84247	83422	computation
84249	84249	computation
84250	84250	computation
84251	83423	computation
84252	84252	computation
84253	84253	computation
84254	84254	computation
84255	84255	computation
84256	84256	computation
84257	83435	computation
84259	83439	computation
84260	84260	computation
84261	84261	computation
84262	84262	computation
84263	83436	computation
84266	83550	computation
84268	84268	computation
84269	84269	computation
84270	84270	computation
84271	84271	computation
84272	84272	computation
84273	84273	computation
84274	84274	computation
84275	84275	computation
84276	51856	computation
84277	84277	computation
84278	84278	computation
84279	84279	computation
84280	84280	computation
84281	84281	computation
84283	84283	computation
84284	84284	computation
84285	84285	computation
84286	84286	computation
84287	84287	computation
84289	84289	computation
84292	84292	computation
84293	84293	computation
84294	84295	computation
84295	84295	computation
84299	84299	computation
84300	84300	computation
84302	83580	computation
84303	83577	computation
84304	84304	computation
84305	83578	computation
84306	84306	computation
84307	84307	computation
84308	84308	computation
84309	84309	computation
84310	84310	computation
84311	84311	computation
84312	83623	computation
84313	84313	computation
84315	84315	computation
84316	84316	computation
84317	83939	computation
84318	84318	computation
84320	84320	computation
84321	84321	computation
84322	84322	computation
84323	84323	computation
84324	84324	computation
84325	84325	computation
84326	84326	computation
84327	84327	computation
84328	137434	computation
84329	84329	computation
84330	84330	computation
84331	84331	computation
84335	84335	computation
84336	84336	computation
84340	84340	computation
84341	84341	computation
84342	84342	computation
84345	84345	computation
84346	84346	computation
84347	84347	computation
84348	84348	computation
84349	84349	computation
84350	84350	computation
84352	84352	computation
84353	84353	computation
84354	84354	computation
84355	84355	computation
84356	84356	computation
84357	84357	computation
84358	84358	computation
84359	84359	computation
84360	84360	computation
84361	84361	computation
84362	84362	computation
84363	84363	computation
84366	84366	computation
84367	84367	computation
84368	84368	computation
84369	84369	computation
84370	84370	computation
84371	84371	computation
84372	84372	computation
84374	57721	computation
84375	84375	computation
84376	84376	computation
84377	84377	computation
84378	84378	computation
84379	84379	computation
84380	84380	computation
84381	84381	computation
84382	84382	computation
84383	84383	computation
84385	84385	computation
84386	84386	computation
84387	29934	computation
84388	84388	computation
84389	84389	computation
84390	84390	computation
84391	84391	computation
84392	84392	computation
84393	84393	computation
84394	84394	computation
84398	83581	computation
84399	83582	computation
84400	83583	computation
84401	84401	computation
84402	84402	computation
84403	84403	computation
84404	84404	computation
84405	84405	computation
84407	84407	computation
84408	84408	computation
84409	84409	computation
84410	84410	computation
84411	84411	computation
84412	83626	computation
84414	83627	computation
84415	133737	computation
84416	84416	computation
84417	84417	computation
84418	84418	computation
84419	84419	computation
84422	84422	computation
84423	84423	computation
84424	84424	computation
84425	83670	computation
84427	84427	computation
84428	84428	computation
84429	84429	computation
84430	84430	computation
84431	84431	computation
84432	84432	computation
84433	84433	computation
84435	84435	computation
84436	84436	computation
84437	84437	computation
84438	84438	computation
84439	84439	computation
84440	84440	computation
84441	90773	computation
84442	84443	computation
84443	84443	computation
84445	84445	computation
84446	84450	computation
84447	90718	computation
84450	84450	computation
84451	84452	computation
84452	84452	computation
84453	84454	computation
84454	84454	computation
84455	84456	computation
84456	84456	computation
84457	83672	computation
84458	84458	computation
84459	84459	computation
84460	84460	computation
84461	84461	computation
84462	84462	computation
84464	83676	computation
84465	84465	computation
84466	84466	computation
84467	84467	computation
84468	83677	computation
84469	83678	computation
84470	84470	computation
84472	84472	computation
84473	84473	computation
84474	84474	computation
84475	84475	computation
84476	84476	computation
84479	83700	computation
84481	84481	computation
84483	84483	computation
84484	84484	computation
84485	84485	computation
84486	83701	computation
84487	84487	computation
84488	84488	computation
84489	84489	computation
84490	84490	computation
84492	84492	computation
84493	84493	computation
84494	84496	computation
84495	84495	computation
84496	84496	computation
84497	84497	computation
84501	84502	computation
84502	84502	computation
84503	84503	computation
84504	84504	computation
84507	84508	computation
84508	84508	computation
84509	84509	computation
84510	84510	computation
84511	84511	computation
84513	84466	computation
84514	84514	computation
84515	84515	computation
84516	84516	computation
84517	84517	computation
84518	84518	computation
84521	84521	computation
84522	84522	computation
84523	111515	computation
84527	133647	computation
84528	84528	computation
84529	84529	computation
84530	84530	computation
84531	84531	computation
84532	133649	computation
84533	133614	computation
84536	84536	computation
84537	84537	computation
84539	84539	computation
84540	84540	computation
84541	84541	computation
84542	84542	computation
84543	74977	computation
84544	84544	computation
84546	84546	computation
84547	84547	computation
84548	84548	computation
84550	84550	computation
84551	84551	computation
84552	84552	computation
84553	84553	computation
84554	84554	computation
84555	84555	computation
84557	84557	computation
84559	84559	computation
84561	84561	computation
84562	84562	computation
